project_id,state,district,latitude,longitude,project_type,implementing_department,land_area_hectares,families_affected,compensation_assessed_inr,compensation_disbursed_pct,legal_disputes_count,notification_date,approval_stage,rr_progress_pct,stakeholder_responsiveness,historical_dept_avg_delay_days,last_activity_date,risk_score_raw,delayed,delay_days
LA-2022-0785,Uttar Pradesh,Kanpur,26.7651,80.4143,Irrigation/Water Res.,State Water Resources Dept,16.1,43,41715000,90.9,0,2022-10-11,Stage 4 of 5,73.2,Low,53,2026-08-10,0.054,N,11
LA-2020-0786,Gujarat,Ahmedabad,21.953,71.017,Irrigation/Water Res.,State Water Resources Dept,14.6,25,77651000,65.1,0,2020-12-19,Stage 3 of 5,56.4,High,220,2026-07-29,0.088,N,31
LA-2022-0787,Uttar Pradesh,Meerut,26.4858,80.9417,Power Transmission,State Electricity Board,2.2,22,22070000,68.4,0,2022-06-05,Stage 4 of 5,53.0,Medium,370,2026-08-24,0.15,N,7
LA-2022-0788,Madhya Pradesh,Bhopal,22.6691,78.1336,Irrigation/Water Res.,State Water Resources Dept,29.6,90,251349000,71.9,0,2022-10-22,Stage 3 of 5,72.0,Medium,279,2026-08-23,0.057,N,4
LA-2020-0789,Karnataka,Mysuru,14.8291,76.2393,Power Transmission,State Electricity Board,4.0,36,18726000,44.6,0,2020-11-29,Stage 2 of 5,24.7,Low,229,2026-08-24,0.298,N,13
LA-2023-0790,Andhra Pradesh,Kurnool,16.3398,80.1897,Irrigation/Water Res.,State Water Resources Dept,10.4,98,59058000,63.8,0,2023-03-02,Stage 3 of 5,46.3,Medium,20,2026-08-03,0.338,Y,17
LA-2025-0791,Andhra Pradesh,Anantapur,16.09,80.2995,Railway,State Railway Infra Corp,3.9,11,20721000,43.1,0,2025-05-04,Stage 2 of 5,14.3,High,126,2026-08-21,0.288,N,35
LA-2024-0792,Madhya Pradesh,Indore,23.0602,78.1405,Irrigation/Water Res.,State Water Resources Dept,4.7,27,30991000,58.3,0,2024-12-02,Stage 3 of 5,52.9,Low,232,2026-08-17,0.29,N,11
LA-2022-0793,Tamil Nadu,Coimbatore,11.054,78.8731,Highway,NHAI,4.5,38,31907000,82.6,0,2022-07-17,Stage 5 of 5,54.6,Medium,116,2026-08-26,0.031,N,60
LA-2024-0794,Gujarat,Bharuch,22.6767,71.2253,Railway,State Railway Infra Corp,6.6,30,55515000,73.7,0,2024-04-01,Stage 3 of 5,64.1,Medium,176,2026-07-25,0.29,N,34
LA-2024-0795,Gujarat,Ahmedabad,22.3883,71.7882,Highway,NHAI,6.7,20,50094000,63.7,0,2024-02-24,Stage 3 of 5,41.6,Low,214,2026-08-23,0.093,N,1
LA-2021-0796,Bihar,Muzaffarpur,25.5191,85.4636,Irrigation/Water Res.,State Water Resources Dept,21.7,303,214853000,91.5,0,2021-12-22,Stage 4 of 5,71.0,Medium,442,2026-08-24,0.228,N,60
LA-2025-0797,Gujarat,Ahmedabad,22.0741,71.2235,Highway,State PWD,17.9,45,60149000,49.8,4,2025-10-17,Stage 4 of 5,37.7,Medium,80,2026-08-06,0.533,Y,260
LA-2024-0798,Uttar Pradesh,Ghaziabad,26.6802,80.3726,Urban Infra/Metro,Urban Dev. Authority,23.0,214,251253000,75.8,0,2024-07-09,Stage 4 of 5,64.2,Medium,347,2026-08-27,0.071,N,5
LA-2025-0799,Maharashtra,Raigad,19.6261,76.2431,Power Transmission,Power Grid Corp,11.8,226,61052000,82.9,0,2025-10-05,Stage 4 of 5,84.4,Medium,276,2026-08-19,0.0,N,23
LA-2025-0800,Karnataka,Belagavi,15.463,75.9567,Industrial Corridor,State Industrial Dev. Corp,69.5,635,809780000,63.4,0,2025-11-27,Stage 3 of 5,46.8,High,179,2026-08-18,0.128,N,5
LA-2022-0801,Gujarat,Vadodara,22.2484,71.4534,Highway,NHAI,7.9,22,57890000,93.1,1,2022-07-18,Stage 5 of 5,77.9,Medium,47,2026-08-24,0.17,N,19
LA-2022-0802,Tamil Nadu,Chennai,11.1299,78.2916,Industrial Corridor,DMIC/NICDC,5.1,32,50671000,56.0,0,2022-11-02,Stage 2 of 5,29.1,Medium,133,2026-06-17,0.345,Y,292
LA-2023-0803,Maharashtra,Nagpur,19.2088,76.0612,Irrigation/Water Res.,State Water Resources Dept,9.5,42,74758000,51.7,0,2023-01-14,Stage 2 of 5,37.9,Medium,183,2026-08-12,0.377,Y,314
LA-2021-0804,Karnataka,Belagavi,15.3045,75.2985,Highway,State PWD,20.9,71,151434000,97.1,2,2021-10-18,Stage 5 of 5,90.4,Medium,98,2026-08-23,0.279,N,11
LA-2025-0805,Tamil Nadu,Coimbatore,11.617,78.5569,Highway,State PWD,35.8,49,199698000,50.9,2,2025-05-25,Stage 4 of 5,43.7,Medium,298,2026-07-18,0.351,Y,214
LA-2022-0806,Uttar Pradesh,Kanpur,26.5914,80.4383,Highway,State PWD,179.3,774,1335917000,44.4,8,2022-04-20,Stage 5 of 5,39.4,Medium,281,2026-07-15,0.848,Y,1426
LA-2020-0807,Maharashtra,Raigad,19.7777,76.0948,Highway,NHAI,3.2,7,17930000,48.1,0,2020-11-30,Stage 2 of 5,46.3,High,176,2026-08-24,0.183,N,13
LA-2025-0808,Uttar Pradesh,Meerut,26.6186,81.2352,Highway,NHAI,23.6,52,79415000,61.3,0,2025-08-27,Stage 3 of 5,52.4,High,223,2026-08-23,0.124,N,8
LA-2025-0809,Uttar Pradesh,Lucknow,26.7644,80.8007,Irrigation/Water Res.,State Water Resources Dept,34.6,82,249649000,86.3,0,2025-03-04,Stage 4 of 5,80.4,High,226,2026-07-18,0.091,N,16
LA-2023-0810,West Bengal,Kolkata,23.3026,87.9435,Industrial Corridor,DMIC/NICDC,6.2,14,55314000,71.1,0,2023-03-20,Stage 4 of 5,70.5,Low,317,2026-08-23,0.195,N,29
LA-2021-0811,Maharashtra,Nagpur,19.6904,75.5409,Industrial Corridor,State Industrial Dev. Corp,14.0,52,121041000,33.6,0,2021-02-14,Stage 1 of 5,28.7,Low,148,2026-08-06,0.251,N,14
LA-2025-0812,Rajasthan,Jodhpur,26.9858,74.6949,Railway,Ministry of Railways,28.5,66,90117000,14.9,2,2025-04-17,Stage 1 of 5,4.4,High,101,2026-07-08,0.661,Y,213
LA-2022-0813,Bihar,Bhagalpur,24.7198,84.8573,Power Transmission,State Electricity Board,22.7,80,174963000,65.7,0,2022-02-04,Stage 2 of 5,52.1,Low,416,2026-08-21,0.171,N,13
LA-2022-0814,Uttar Pradesh,Agra,26.6183,81.1869,Highway,State PWD,52.9,1246,716536000,37.0,0,2022-08-20,Stage 1 of 5,25.6,High,342,2026-08-25,0.272,N,0
LA-2022-0815,Uttar Pradesh,Meerut,27.3147,81.5067,Highway,State PWD,33.3,559,253305000,76.9,1,2022-07-26,Stage 5 of 5,79.9,Medium,472,2026-08-07,0.193,N,11
LA-2023-0816,Andhra Pradesh,Guntur,16.2915,79.6506,Highway,NHAI,13.4,54,98786000,82.4,0,2023-06-03,Stage 4 of 5,60.1,Medium,93,2026-08-13,0.184,N,24
LA-2024-0817,Andhra Pradesh,Vijayawada,15.9325,79.6738,Railway,State Railway Infra Corp,11.1,43,31529000,100.0,0,2024-12-20,Stage 5 of 5,73.3,High,153,2026-08-23,0.117,N,2
LA-2022-0818,Uttar Pradesh,Ghaziabad,26.5886,81.1229,Highway,NHAI,6.8,31,40739000,100.0,0,2022-04-22,Stage 5 of 5,92.0,Low,249,2026-07-14,0.056,N,11
LA-2023-0819,Karnataka,Belagavi,15.7374,75.5387,Irrigation/Water Res.,State Water Resources Dept,53.8,47,182912000,71.0,0,2023-06-25,Stage 3 of 5,53.2,High,153,2026-07-12,0.312,Y,349
LA-2023-0820,Maharashtra,Pune,19.7819,76.1,Highway,State PWD,15.1,87,112490000,76.1,1,2023-04-15,Stage 4 of 5,74.7,Medium,219,2026-07-27,0.164,N,19
LA-2024-0821,Karnataka,Hubballi-Dharwad,15.7117,76.009,Irrigation/Water Res.,State Water Resources Dept,36.4,122,178606000,34.6,1,2024-08-29,Stage 2 of 5,36.6,High,199,2026-07-22,0.342,Y,111
LA-2024-0822,Rajasthan,Alwar,26.8872,73.6913,Railway,State Railway Infra Corp,47.6,147,140631000,95.9,0,2024-07-16,Stage 5 of 5,91.5,Medium,215,2026-08-25,0.0,N,6
LA-2025-0823,Gujarat,Vadodara,22.2056,71.789,Irrigation/Water Res.,State Water Resources Dept,33.1,75,225527000,39.9,0,2025-08-26,Stage 1 of 5,23.6,Low,203,2026-08-17,0.191,N,22
LA-2022-0824,Bihar,Muzaffarpur,25.6517,85.182,Railway,State Railway Infra Corp,38.2,292,319321000,99.5,0,2022-01-15,Stage 5 of 5,65.7,Low,172,2026-08-27,0.076,N,60
LA-2022-0825,Uttar Pradesh,Ghaziabad,26.4728,81.2067,Railway,State Railway Infra Corp,4.8,11,13774000,93.9,0,2022-09-25,Stage 5 of 5,74.6,Medium,167,2026-08-15,0.123,N,7
LA-2023-0826,Rajasthan,Jaipur,26.9637,73.7647,Railway,State Railway Infra Corp,18.4,38,156855000,57.3,2,2023-07-17,Stage 3 of 5,50.4,High,246,2026-07-30,0.361,Y,132
LA-2023-0827,Maharashtra,Pune,19.851,75.848,Industrial Corridor,DMIC/NICDC,32.8,208,148314000,73.7,0,2023-04-11,Stage 4 of 5,58.0,Low,361,2026-08-12,0.118,N,4
LA-2024-0828,Gujarat,Bharuch,22.7212,70.8719,Railway,Ministry of Railways,12.8,31,94485000,100.0,0,2024-04-22,Stage 5 of 5,92.9,Medium,116,2026-08-23,0.159,N,34
LA-2022-0829,Uttar Pradesh,Agra,26.9083,80.7293,Railway,State Railway Infra Corp,46.9,173,228003000,22.8,8,2022-07-15,Stage 3 of 5,27.8,Medium,181,2026-06-21,0.859,Y,380
LA-2020-0830,Gujarat,Vadodara,22.8431,70.9504,Irrigation/Water Res.,State Water Resources Dept,3.5,15,22595000,82.3,0,2020-11-27,Stage 5 of 5,65.8,Medium,304,2026-08-25,0.198,N,0
LA-2021-0831,Tamil Nadu,Chennai,11.2416,78.9895,Railway,State Railway Infra Corp,10.3,122,107514000,29.6,3,2021-10-12,Stage 2 of 5,28.1,High,149,2026-08-11,0.533,Y,352
LA-2021-0832,Gujarat,Vadodara,21.8871,71.0105,Industrial Corridor,DMIC/NICDC,8.7,20,28129000,39.0,0,2021-01-11,Stage 1 of 5,39.7,Low,339,2026-08-11,0.221,N,8
LA-2021-0833,Tamil Nadu,Salem,10.6647,78.9942,Industrial Corridor,DMIC/NICDC,6.9,39,37872000,63.0,0,2021-08-20,Stage 4 of 5,52.0,Low,103,2026-08-06,0.265,N,6
LA-2025-0834,Maharashtra,Nagpur,20.1542,75.8813,Railway,State Railway Infra Corp,7.4,24,20723000,59.4,0,2025-09-18,Stage 3 of 5,73.6,High,286,2026-07-30,0.1,N,30
LA-2022-0835,Odisha,Sundargarh,20.8413,85.6767,Railway,State Railway Infra Corp,6.5,37,56132000,73.0,0,2022-01-02,Stage 4 of 5,62.1,Low,175,2026-08-21,0.249,N,14
LA-2025-0836,Andhra Pradesh,Visakhapatnam,15.7783,79.8066,Highway,State PWD,6.7,63,36113000,46.2,1,2025-04-26,Stage 3 of 5,43.1,High,178,2026-08-19,0.256,N,1
LA-2023-0837,Bihar,Darbhanga,25.2235,85.2397,Urban Infra/Metro,Urban Dev. Authority,17.8,221,83639000,81.7,0,2023-03-06,Stage 4 of 5,47.4,Low,70,2026-08-06,0.17,N,8
LA-2022-0838,Gujarat,Vadodara,22.7827,70.8278,Urban Infra/Metro,State Metro Rail Corp,13.6,102,71540000,52.0,0,2022-03-27,Stage 3 of 5,41.0,High,166,2026-08-02,0.325,Y,137
LA-2021-0839,Andhra Pradesh,Visakhapatnam,15.7239,79.1662,Railway,State Railway Infra Corp,22.2,137,182098000,0.0,12,2021-10-03,Stage 3 of 5,0.0,High,177,2026-05-04,1.206,Y,1127
LA-2023-0840,Gujarat,Vadodara,22.6425,71.6489,Power Transmission,Power Grid Corp,10.8,31,71365000,50.8,0,2023-05-21,Stage 2 of 5,40.3,Low,81,2026-06-30,0.384,Y,174
LA-2021-0841,Gujarat,Ahmedabad,22.7778,71.1665,Irrigation/Water Res.,State Water Resources Dept,4.0,48,24345000,79.4,0,2021-02-03,Stage 4 of 5,68.1,Medium,226,2026-08-24,0.063,N,15
LA-2020-0842,Gujarat,Bharuch,22.4915,71.7349,Highway,State PWD,27.7,30,166371000,88.3,0,2020-11-19,Stage 4 of 5,74.8,Medium,93,2026-08-13,0.062,N,7
LA-2025-0843,Madhya Pradesh,Bhopal,22.6754,78.4832,Highway,NHAI,18.2,74,131218000,38.1,5,2025-06-24,Stage 3 of 5,35.2,High,196,2025-07-25,0.557,Y,155
LA-2020-0844,Gujarat,Ahmedabad,21.9409,71.6042,Power Transmission,Power Grid Corp,14.8,95,76376000,90.6,0,2020-09-10,Stage 4 of 5,70.6,Low,230,2026-08-24,0.14,N,3
LA-2021-0845,Rajasthan,Udaipur,27.3557,74.0106,Irrigation/Water Res.,State Water Resources Dept,39.0,150,191411000,86.5,0,2021-05-31,Stage 5 of 5,59.5,Medium,306,2026-08-05,0.134,N,14
LA-2025-0846,Uttar Pradesh,Varanasi,26.512,81.0769,Industrial Corridor,State Industrial Dev. Corp,16.4,67,61268000,78.8,0,2025-02-14,Stage 4 of 5,76.0,Medium,250,2026-08-21,0.0,N,15
LA-2022-0847,Bihar,Darbhanga,24.5157,84.922,Railway,Ministry of Railways,13.0,34,57603000,23.5,5,2022-12-12,Stage 2 of 5,13.8,Medium,305,2025-07-26,0.673,Y,369
LA-2022-0848,Maharashtra,Raigad,19.6322,75.1656,Highway,State PWD,13.0,64,95219000,58.0,0,2022-11-09,Stage 3 of 5,52.7,Medium,395,2026-08-15,0.243,N,1
LA-2025-0849,Uttar Pradesh,Ghaziabad,26.8551,81.2742,Industrial Corridor,DMIC/NICDC,20.2,36,66862000,43.3,1,2025-06-22,Stage 2 of 5,50.0,High,230,2026-08-22,0.327,Y,105
